legislator,role,district,party,residence,gender,desk_number,profession,notes,session_name,session_year,regular
"McCartney, H. A.",NA,23,Republican,Linn,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"McCornack, A.",NA,19,Republican,Lane,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Moores, I. R.",Speaker,24,Republican,Marion,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Murphy, J. J.",NA,26,Republican,Marion,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Otey, E. W.",NA,10,Republican,Douglas,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Parker, P. C.",NA,11,Republican,Douglas,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Perkins, J. W.",NA,21,Republican,Linn,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Pierce, J. W.",NA,38,Republican,Yamhill,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Powell, John",NA,30,Republican,Multnomah,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Quick, D. O.",NA,36,Republican,Washington,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Shipley, H. W.",NA,8,Republican,Clackamas,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Smith, Isaac",NA,32,Republican,Polk,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Songer, William F",NA,15,Democrat,Jackson,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Tate, J. P.",NA,22,Republican,Linn,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Thorton, J. Q.",NA,3,Republican,Benton,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Turner, H. L.",NA,27,Republican,Marion,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Underwood, J. B.",NA,18,Republican,Lane,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Wakefield, L. H.",NA,29,Republican,Multnomah,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Warren, Arthur",NA,9,Republican,Clackamas,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Wasserman, P.",NA,28,Republican,Multnomah,Male,NA,NA,NA,1865 Special Session,1865,FALSE
"Beall, T. F.",NA,14,Democrat,Jackson,Male,NA,NA,NA,1864 Session,1864,TRUE
"Borland, A. J.",NA,34,Republican,Umatilla,Male,NA,NA,NA,1864 Session,1864,TRUE
"Bowlby, W.",NA,35,Republican,Washington,Male,NA,NA,NA,1864 Session,1864,TRUE
"Callison, G.",NA,17,Republican,Lane,Male,NA,NA,NA,1864 Session,1864,TRUE
"Cartwright, J. C.",NA,25,Republican,Marion,Male,NA,NA,NA,1864 Session,1864,TRUE
"Chaplin, Daniel",NA,2,Republican,Baker,Male,NA,NA,NA,1864 Session,1864,TRUE
"Colt, Samuel",NA,1,Republican,Baker,Male,NA,NA,NA,1864 Session,1864,TRUE
"Cox, Isaac",NA,16,Democrat,Josephine,Male,NA,NA,NA,1864 Session,1864,TRUE
"Fay, James D.",NA,13,Democrat,Jackson,Male,NA,NA,NA,1864 Session,1864,TRUE
"Fisher, Ezra S. S.",NA,7,Republican,Clackamas,Male,NA,NA,NA,1864 Session,1864,TRUE
"Gillette, P. W.",NA,8,Republican,"Clatsop, Columbia, Tillamook",Male,NA,NA,NA,1864 Session,1864,TRUE
"Gingles, James",NA,4,Republican,Benton,Male,NA,NA,NA,1864 Session,1864,TRUE
"Glass, Robert",NA,20,Republican,Linn,Male,NA,NA,NA,1864 Session,1864,TRUE
"Hacker, Isaiah",NA,9,Republican,"Coos, Curry",Male,NA,NA,NA,1864 Session,1864,TRUE
"Holman, James S.",NA,32,Republican,Polk,Male,NA,NA,NA,1864 Session,1864,TRUE
"Ireland, A.",NA,11,Republican,Douglas,Male,NA,NA,NA,1864 Session,1864,TRUE
"Lafollet, C.",NA,31,Republican,Polk,Male,NA,NA,NA,1864 Session,1864,TRUE
"Lane, L. F.",NA,33,Democrat,Umatilla,Male,NA,NA,NA,1864 Session,1864,TRUE
"Lawson, G. W.",NA,37,Republican,Yamhill,Male,NA,NA,NA,1864 Session,1864,TRUE
"McCartney, H. A.",NA,23,Republican,Linn,Male,NA,NA,NA,1864 Session,1864,TRUE
"McCornack, J. M.",NA,19,Republican,Lane,Male,NA,NA,NA,1864 Session,1864,TRUE
"Moores, I. R.",Speaker,24,Republican,Marion,Male,NA,NA,NA,1864 Session,1864,TRUE
"Murphy, J. J.",NA,26,Republican,Marion,Male,NA,NA,NA,1864 Session,1864,TRUE
"Otey, E. W.",NA,10,Republican,Douglas,Male,NA,NA,NA,1864 Session,1864,TRUE
"Parker, P. C.",NA,12,Republican,Douglas,Male,NA,NA,NA,1864 Session,1864,TRUE
"Perkins, J. N.",NA,21,Republican,Linn,Male,NA,NA,NA,1864 Session,1864,TRUE
"Powell, John",NA,30,Republican,Multnomah,Male,NA,NA,NA,1864 Session,1864,TRUE
"Quick, D. O.",NA,36,Republican,Washington,Male,NA,NA,NA,1864 Session,1864,TRUE
"Shipley, H. W.",NA,5,Republican,Clackamas,Male,NA,NA,NA,1864 Session,1864,TRUE
"Songer, William F.",NA,15,Democrat,Jackson,Male,NA,NA,NA,1864 Session,1864,TRUE
"Tate, J. P.",NA,22,Republican,Linn,Male,NA,NA,NA,1864 Session,1864,TRUE
"Thornton, J. Quin",NA,3,Republican,Benton,Male,NA,NA,NA,1864 Session,1864,TRUE
"Turner, H. L.",NA,27,Republican,Marion,Male,NA,NA,NA,1864 Session,1864,TRUE
"Underwood, J. B.",NA,18,Republican,Lane,Male,NA,NA,NA,1864 Session,1864,TRUE
"Wade, Owen",NA,6,Republican,Clackamas,Male,NA,NA,NA,1864 Session,1864,TRUE
"Wakefield, L. H.",NA,29,Republican,Multnomah,Male,NA,NA,NA,1864 Session,1864,TRUE
"Warren, H.",NA,38,Republican,Yamhill,Male,NA,NA,NA,1864 Session,1864,TRUE
"Wasserman, P.",NA,28,Republican,Multnomah,Male,NA,NA,NA,1864 Session,1864,TRUE
"Applegate, L",NA,10,Republican,Jackson,Male,NA,NA,NA,1862 Session,1862,TRUE
"Blair, C. P.",NA,2,Republican,Benton,Male,NA,NA,NA,1862 Session,1862,TRUE
"Brown, H. L.",NA,17,Republican,Linn,Male,NA,NA,NA,1862 Session,1862,TRUE
"Collard, F. A.",NA,3,Republican,Clackamas,Male,NA,NA,NA,1862 Session,1862,TRUE
"Conyers, E. W.",NA,32,Republican,"Washington, Columbia",Male,NA,NA,NA,1862 Session,1862,TRUE
"Cummings, John",NA,34,Republican,Yamhill,Male,NA,NA,NA,1862 Session,1862,TRUE
"Dufur, A. J.",NA,25,Republican,Multnomah,Male,NA,NA,NA,1862 Session,1862,TRUE
"Engle, Joseph",NA,22,Republican,Marion,Male,NA,NA,NA,1862 Session,1862,TRUE
"Fay, J. D.",NA,13,Democrat,Josephine,Male,NA,NA,NA,1862 Session,1862,TRUE
"Gillette, P.W.",NA,6,Republican,"Clatsop, Tillamook",Male,NA,NA,NA,1862 Session,1862,TRUE
"Haines, I. D.",NA,11,Republican,Jackson,Male,NA,NA,NA,1862 Session,1862,TRUE
"Hemenway, A. A.",NA,15,Republican,Lane,Male,NA,NA,NA,1862 Session,1862,TRUE
"Humason, O.",NA,30,Republican,Wasco,Male,NA,NA,NA,1862 Session,1862,TRUE
"Kearn, J. T.",NA,5,Republican,Clackamas,Male,NA,NA,NA,1862 Session,1862,TRUE
"Mallory, R",NA,8,Republican,Douglas,Male,NA,NA,NA,1862 Session,1862,TRUE
"McClure, C. S. M.",NA,14,Republican,Lane,Male,NA,NA,NA,1862 Session,1862,TRUE
"McCoy, William",NA,19,Republican,Linn,Male,NA,NA,NA,1862 Session,1862,TRUE
"McCully, A. A.",NA,20,Republican,Linn,Male,NA,NA,NA,1862 Session,1862,TRUE
"Minto, John, IV",NA,24,Republican,Marion,Male,NA,NA,NA,1862 Session,1862,TRUE
"Moores, I. R.",NA,21,Republican,Marion,Male,NA,NA,NA,1862 Session,1862,TRUE
"Palmer, Joel",Speaker,33,Republican,Yamhill,Male,NA,NA,NA,1862 Session,1862,TRUE
"Ramsby, M",NA,4,Republican,Clackamas,Male,NA,NA,NA,1862 Session,1862,TRUE
"Reed, C. A.",NA,23,Republican,Marion,Male,NA,NA,NA,1862 Session,1862,TRUE
"Richardson, G. W.",NA,28,Republican,Polk,Male,NA,NA,NA,1862 Session,1862,TRUE
"Simpson, B",NA,27,Republican,Polk,Male,NA,NA,NA,1862 Session,1862,TRUE
"Smith, John",NA,18,Republican,Linn,Male,NA,NA,NA,1862 Session,1862,TRUE
"Stevenson, Archibald",NA,7,Republican,"Coos, Curry",Male,NA,NA,NA,1862 Session,1862,TRUE
"Van Dyke, S. D.",NA,12,Republican,Jackson,Male,NA,NA,NA,1862 Session,1862,TRUE
"Wasserman, P.",NA,26,Republican,Multnomah,Male,NA,NA,NA,1862 Session,1862,TRUE
"Watson, James",NA,9,Republican,Douglas,Male,NA,NA,NA,1862 Session,1862,TRUE
"Wilcox, R.",NA,31,Republican,Washington,Male,NA,NA,NA,1862 Session,1862,TRUE
"Wilkins, M.",NA,16,Republican,Lane,Male,NA,NA,NA,1862 Session,1862,TRUE
"Wilson, W. H.",NA,29,Republican,Umpqua,Male,NA,NA,NA,1862 Session,1862,TRUE
"Witham, A. M",NA,1,Republican,Benton,Male,NA,NA,NA,1862 Session,1862,TRUE
"Bayley, Joseph",NA,14,Democrat,Lane,Male,NA,NA,NA,1860 Session,1860,TRUE
"Bowlby, Wilson",NA,31,Republican,Washington,Male,NA,NA,NA,1860 Session,1860,TRUE
"Butler, Ira F. M.",NA,31,Democrat,Polk,Male,NA,NA,NA,1860 Session,1860,TRUE
"Candall, C. P.",NA,23,Democrat,Marion,Male,NA,NA,NA,1860 Session,1860,TRUE
"Cochran, R. B.",NA,16,Democrat,Lane,Male,NA,NA,NA,1860 Session,1860,TRUE
"Conyers, R. A.",NA,32,Republican,Washington,Male,NA,NA,NA,1860 Session,1860,TRUE
"Cowles, R. A.",NA,8,Democrat,Douglas,Male,NA,NA,NA,1860 Session,1860,TRUE
"Cram, C. C.",NA,28,Democrat,Polk,Male,NA,NA,NA,1860 Session,1860,TRUE
"Crawford, Medorum",NA,33,Republican,Yamhill,Male,NA,NA,NA,1860 Session,1860,TRUE
"Curl, Bartlett",NA,18,Democrat,Linn,Male,NA,NA,NA,1860 Session,1860,TRUE
"Duval, John",NA,15,Democrat,Lane,Male,NA,NA,NA,1860 Session,1860,TRUE
"Eddy, John",NA,5,Republican,Clackamas,Male,NA,NA,NA,1860 Session,1860,TRUE
"Gazley, James F.",NA,9,Republican,Douglas,Male,NA,NA,NA,1860 Session,1860,TRUE
"Gibbs, A. C.",NA,26,Democrat,Multnomah,Male,NA,NA,NA,1860 Session,1860,TRUE
"Gilmore, S. M.",NA,34,Republican,Yamhill,Male,NA,NA,NA,1860 Session,1860,TRUE
"Harding, Benjamin F.",Speaker,24,Democrat,Marion,Male,NA,NA,NA,1860 Session,1860,TRUE
"Hill, Reuben C.",NA,1,Democrat,Benton,Male,NA,NA,NA,1860 Session,1860,TRUE
"Holbrook, A.",NA,3,Republican,Clackamas,Male,NA,NA,NA,1860 Session,1860,TRUE
"Huntington, J. W. P.",NA,29,Democrat,Umpqua,Male,NA,NA,NA,1860 Session,1860,TRUE
"Keeler, G. W.",NA,10,Democrat,Jackson,Male,NA,NA,NA,1860 Session,1860,TRUE
"Mays, Robert",NA,30,Democrat,Wasco,Male,NA,NA,NA,1860 Session,1860,TRUE
"McCully, Abe",NA,19,Republican,Linn,Male,NA,NA,NA,1860 Session,1860,TRUE
"Miller, J. N. T.",NA,12,Democrat,Jackson,Male,NA,NA,NA,1860 Session,1860,TRUE
"Morton, S. E.",NA,7,Democrat,"Coos, Curry",Male,NA,NA,NA,1860 Session,1860,TRUE
"Newell, Robert",NA,22,Democrat,Marion,Male,NA,NA,NA,1860 Session,1860,TRUE
"Parker, Samuel",NA,21,Democrat,Marion,Male,NA,NA,NA,1860 Session,1860,TRUE
"Stark, Benjamin",NA,25,Democrat,Multnomah,Male,NA,NA,NA,1860 Session,1860,TRUE
"Starkweather, W. A.",NA,4,Republican,Clackamas,Male,NA,NA,NA,1860 Session,1860,TRUE
"Tate, James P.",NA,20,Republican,Linn,Male,NA,NA,NA,1860 Session,1860,TRUE
"Trenchard, C. J.",NA,6,Democrat,"Clatsop, Tillamook",Male,NA,NA,NA,1860 Session,1860,TRUE
"Vining, George T.",NA,13,Democrat,Josephine,Male,NA,NA,NA,1860 Session,1860,TRUE
"Walker, M. H.",NA,2,Democrat,Benton,Male,NA,NA,NA,1860 Session,1860,TRUE
"White, J. B.",NA,11,Democrat,Jackson,Male,NA,NA,NA,1860 Session,1860,TRUE
"Worth, J. Q. A.",NA,17,Democrat,Linn,Male,NA,NA,NA,1860 Session,1860,TRUE
"Bonham, B. F.",NA,2,Democrat,Marion,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Bowlby, W.",NA,31,Republican,Washington,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Burch, B. F.",NA,28,Democrat,Polk,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Cochran, R. B.",NA,16,Democrat,Lane,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Cozad, J. M.",NA,30,Democrat,Umpqua,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Craner, N. H.",NA,18,Democrat,Linn,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Crooks, J. T.",NA,19,Democrat,Linn,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Cruzan, A. J.",NA,15,Democrat,Lane,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Dryer, T. J.",NA,26,Democrat,Multnomah,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Hannah, Dolphus B.",NA,3,Democrat,Clackamas,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Harding, B. F.",NA,23,Democrat,Marion,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Hedges, Absolom F.",NA,NA,Democrat,Clackamas,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Holton, D. S.",NA,14,Democrat,Josephine,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Hoyt, Nelson",NA,7,Democrat,"Columbia, Washington",Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Jennings, Berryman",NA,5,Democrat,Clackamas,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Lansater, J. H.",NA,24,Democrat,Marion,Male,NA,NA,NA,1859 Special Session,1859,FALSE
McCully John W.,NA,11,Democrat,Jackson,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"McGee, A. G.",NA,10,Democrat,Douglas,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"McIninch, E. E.",NA,20,Democrat,Linn,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Morrison, Robert W.",NA,6,Democrat,"Clatsop, Tillamook",Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Newcomb, Daniel",NA,11,Democrat,Jackson,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Nickols, Henry B.",NA,1,Republican,Benton,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Norris, Thomas",NA,9,Democrat,Douglas,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Patterson, A. S.",NA,17,Democrat,Lane,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Shelby, A. D.",NA,27,Democrat,Multnomah,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Shuck, A.",NA,33,Republican,Yamhill,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Slater, James H.",NA,2,Republican,Benton,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Stevens, J. H.",NA,25,Democrat,Marion,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Thomas, T. T.",NA,21,Democrat,Linn,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Tichenor, William",NA,8,Democrat,"Coos, Curry",Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Trevitt, Victor",NA,32,Democrat,Wasco,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"T'Vault, William",Speaker,13,Democrat,Jackson,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Wait, J. K.",NA,29,Democrat,Polk,Male,NA,NA,NA,1859 Special Session,1859,FALSE
"Bonham, B. F.",NA,22,Democrat,Marion,Male,NA,NA,"This is a list of legislators, officers and staff which convened July 5, 1858, prior to the time that Oregon was admitted as a state. Both branches of the legislature met at Salem on July 5, remaining in session four days. Because there was doubts as to whether Oregon had yet been admitted, owing to the impossibility of direct and speedy communication with the national capital, it was decided to adjourn until September of the same year. On September 13 part of the members of both branches of the legislature assembled at the Capitol. It appearing that the State had not yet been admitted again so they adjourned. The Territorial Legislature, as had been its usual custom, then convened in December 6, 1858, and transacted the business of the State as usual during the session, which lasted until January 22, 1859",1858 Session,1858,TRUE
"Bowlby, W.",NA,31,Republican,Washington,Male,NA,NA,NA,1858 Session,1858,TRUE
"Burch, B.F.",NA,28,Democrat,Polk,Male,NA,NA,NA,1858 Session,1858,TRUE
"Cochran, R.B.",NA,16,Democrat,Lane,Male,NA,NA,NA,1858 Session,1858,TRUE
"Cozad, J.M.",NA,30,Democrat,Umpqua,Male,NA,NA,NA,1858 Session,1858,TRUE
"Craner, N.H.",NA,18,Democrat,Linn,Male,NA,NA,NA,1858 Session,1858,TRUE
"Crooks, J. T.",NA,19,Democrat,Linn,Male,NA,NA,NA,1858 Session,1858,TRUE
"Cruzan, A.J.",NA,15,Democrat,Lane,Male,NA,NA,NA,1858 Session,1858,TRUE
"Dryer, T.J.",NA,26,Democrat,Multnomah,Male,NA,NA,NA,1858 Session,1858,TRUE
"Hannah, Dolphus B",NA,3,Democrat,Clackamas,Male,NA,NA,NA,1858 Session,1858,TRUE
"Harding, B. F.",NA,23,Democrat,Marion,Male,NA,NA,NA,1858 Session,1858,TRUE
"Hedges, Absolom F.",NA,4,Democrat,Clackamas,Male,NA,NA,NA,1858 Session,1858,TRUE
"Holton, D. B.",NA,14,Democrat,Josephine,Male,NA,NA,NA,1858 Session,1858,TRUE
"Hoyt, Nelson",NA,7,Democrat,"Columbia, Washington",Male,NA,NA,NA,1858 Session,1858,TRUE
"Jennings, Berryman",NA,5,Democrat,Clackamas,Male,NA,NA,NA,1858 Session,1858,TRUE
"Lansater, J. H.",NA,24,Democrat,Marion,Male,NA,NA,NA,1858 Session,1858,TRUE
"McCully, John W.",NA,11,Republican,Jackson,Male,NA,NA,NA,1858 Session,1858,TRUE
"McGee, A. G.",NA,11,Democrat,Douglas,Male,NA,NA,NA,1858 Session,1858,TRUE
"McIninch, E. E.",NA,20,Democrat,Linn,Male,NA,NA,NA,1858 Session,1858,TRUE
"Morrison, Robert W.",NA,6,Democrat,"Clatsop, Tillamook",Male,NA,NA,NA,1858 Session,1858,TRUE
"Newcomb, Daniel",NA,12,Democrat,Jackson,Male,NA,NA,NA,1858 Session,1858,TRUE
"Nichols, Henry B.",NA,1,Republican,Benton,Male,NA,NA,NA,1858 Session,1858,TRUE
"Norris, Thomas",NA,9,Democrat,Douglas,Male,NA,NA,NA,1858 Session,1858,TRUE
"Patterson, A. S.",NA,17,Democrat,Lane,Male,NA,NA,NA,1858 Session,1858,TRUE
"Shelby, A. D.",NA,27,Democrat,Multnomah,Male,NA,NA,NA,1858 Session,1858,TRUE
"Shuck, A.",NA,33,Republican,Yamhill,Male,NA,NA,NA,1858 Session,1858,TRUE
"Slater, James H.",NA,2,Republican,Benton,Male,NA,NA,NA,1858 Session,1858,TRUE
"Stevens, J. H.",NA,25,Democrat,Marion,Male,NA,NA,NA,1858 Session,1858,TRUE
"Thomas, T. T.",NA,21,Democrat,Linn,Male,NA,NA,NA,1858 Session,1858,TRUE
"Tichenor, William",NA,8,Democrat,"Coos, Curry",Male,NA,NA,NA,1858 Session,1858,TRUE
"Trevitt, Victor",NA,32,Democrat,Wasco,Male,NA,NA,NA,1858 Session,1858,TRUE
"T'Vault, William",Speaker,13,Democrat,Jackson,Male,NA,NA,NA,1858 Session,1858,TRUE
"Wait, J. K.",NA,29,Democrat,Polk,Male,NA,NA,NA,1858 Session,1858,TRUE
"Belknap, D.H.",NA,21,NA,Washington,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Brown, Hugh L.",NA,14,NA,Linn,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Butler, Ira F.M.",NA,1,NA,Polk,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Cartee, L.F.",Speaker,3,NA,Clackamas,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Coffinberry, G.W.",NA,6,NA,Clatsop,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Condon, J.B.",NA,26,NA,Columbia,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Crandall, C.P.",NA,15,NA,Marion,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Drew, C.S.",NA,27,NA,Jackson,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Dunn, Patrick",NA,8,NA,Jackson,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Elkins, Luther",NA,12,NA,Linn,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Ford, N.",NA,17,NA,Marion,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Gazley, James F",NA,7,NA,Douglas,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Geer, R.C.",NA,16,NA,Marion,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Gillespie, Jacob",NA,11,NA,Lane,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Hembree, A.J.",NA,23,NA,Yamhill,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Henry, A.G.",NA,24,NA,Yamhill,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Hinton, R.B.",NA,2,NA,Benton,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Holmes, H.N.V.",NA,18,NA,Polk,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Humason, Orlando",NA,22,NA,Wasco,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Ladd, Robert",NA,25,NA,Umpqua,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Logan, David",NA,29,NA,Multnomah,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Lovejoy, A.L.",NA,5,NA,Clackamas,Male,NA,NA,NA,1854 Regular,1854,TRUE
"McIntire, Alex",NA,9,NA,Jackson,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Patterson,  A.W.",NA,10,NA,Lane,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Smith, Delazon",NA,13,NA,Linn,Male,NA,NA,NA,1854 Regular,1854,TRUE
"St. Clair, Wayman",NA,1,NA,Benton,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Starkweather, W.A.",NA,4,NA,Clackamas,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Tanner, E.S.",NA,20,NA,Washingrton,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Walker, Jesse",NA,28,NA,Jackson,Male,NA,NA,NA,1854 Regular,1854,TRUE
"Ambrose, George H.",NA,13,Democrat,Jackson,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Bennett, James A.",NA,14,Democrat,Benton,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Bishop, Z.C.",Speaker,22,Democrat,Washington,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Boise, R.P.",NA,22,Democrat,"Polk, Tillamook",Male,NA,NA,NA,1853 Regular,1853,TRUE
"Cartee, L.F.",NA,2,Democrat,Clackamas,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Cason, F.C.",NA,1,Democrat,Clackamas,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Chapman, C.F.",NA,15,Democrat,Benton,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Colby, E.F.",NA,6,Democrat,Marion,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Durham, A.A.",NA,21,Whig,Washington,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Elkins, Luther",NA,7,Democrat,Linn,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Gilliam, W.S.",NA,17,Democrat,Polk,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Goff, Stephen",NA,9,Whig,Lane,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Grover, L.F.",NA,4,Democrat,Marion,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Hadley, H.B.",NA,10,Democrat,Lane,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Humason, Orlando",NA,20,Democrat,Yamhill,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Jackson, B.B.",NA,3,Democrat,Clackamas,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Martin, E.B.",NA,26,Democrat,Yamhill,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Miller, John F.",NA,11,Democrat,Jackson,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Moffitt, J.W.",NA,24,Democrat,Clatsop,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Nye, Chauncey",NA,12,Whig,Jackson,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Peebles, John C.",NA,NA,Democrat,Marion,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Shuck, Andrew",NA,18,Democrat,Yamhill,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Smith, I.N.",NA,NA,Democrat,Linn,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Thompson, L.S.",NA,25,Whig,Douglas,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Thompson, Robert",NA,23,Democrat,Washington,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Westerfield, A.B.",NA,19,Democrat,Yamhill,Male,NA,NA,NA,1853 Regular,1853,TRUE
"Anderson, John A.",NA,6,Democrat,Clatsop,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Aubrey, Thomas N.",NA,10,Whig,Lane,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Avery, J.C.",NA,1,Whig,Benton,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Carey, John",NA,22,Federalist,Yamhill,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Chenoweth, F.A.",NA,7,Democrat,"Clarke, Lewis",Male,NA,NA,NA,1852 Regular,1852,TRUE
"Cole, G.E.",NA,2,Democrat,Benton,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Conser, Jacob",NA,15,Democrat,Marion,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Cottle, Royal",NA,12,Democrat,Linn,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Curl, James",NA,11,Whig,Linn,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Curtis, Mr.",NA,8,Whig,Douglas,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Eby, Isaac N.",NA,19,Democrat,Thurston,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Fulkerson, J. M.",NA,16,Democrat,Polk,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Gibbs, A.C.",NA,18,Democrat,Umpqua,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Hardin, J.R.",NA,9,Democrat,Jackson,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Harding, B.F.",Speaker,13,Democrat,Marion,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Holmes, H.N.V.",NA,17,Democrat,Polk,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Martin, F.B.",NA,21,Federalist,Yamhill,Male,NA,NA,NA,1852 Regular,1852,TRUE
"Matlock, W.T.",NA,3,Federalist,Clackamas,Male,NA,NA,NA,1852 Regular,1852,TRUE
